Year,Ranking,SongName,ArtistName,URL,Lyrics
2009,70,"Indian Boy (Feat. 장근이, B.I)",MC 몽,2231895,"HAW 와탕카 장근이포
Louder Louder
이얍 Album No.5
Humanimal with MC MONG
Adventures of M O N G
나는 인디언 인디언 인디언 보이
나의 화살은 네 심장을 가리키고
빛나는 오늘 밤
그대와 난 춤을 춰
나는 인디언 인디언
보이 보이 보이 보이
나는 인디언 인디언
프라티포 제라리몽
정글 숲에 슬피 우는
그녈 놓칠 순 없어 
Not anymore
내 화살의 활은
돌 같은 너의 심장도 뚫어
내 진실의 그물은
하늘처럼 넓어 내 사랑을 낚어
너의 모닝키스는 나의 아침밥
길을 잃어버린 내겐 넌 나침반
너를 만나기전 난
눈 먼 잠수부
넌 진흙 속의 진주
I will do I will do
네가 맘이 변해도
너의 사랑을 지키는 인디언 보이
나는 인디언 인디언 인디언 보이
나의 화살은 네 심장을 가리키고
빛나는 오늘 밤
그대와 난 춤을 춰
나는 인디언 인디언
보이 보이 보이 보이
알래스카를 넘어 하
나이아가라강을 건너 하
지구 반을 돌아 
우리 둘 만의 낙원을 지어
후후후
숨이 터져버릴 듯 해
그대 얼굴과 손이 맞닿을 때
후후하
이 뜨거운 밤을 불 태울게
이 뜨거운 밤을 불 태울게
사막의 모래는 춤추고
하늘의 별은 입을 맞추고
내 가슴엔 심장 내 머리 위엔 너
Know Know Know
You gotta know my love
훌라때훌라때 하
훌라때훌라때 후
훌라때훌라때 하
환하게 웃어줘 
Just like that
나는 인디언 인디언 인디언 보이
나의 화살은 네 심장을 가리키고
빛나는 오늘 밤
그대와 난 춤을 춰
나는 인디언 인디언
보이 보이 보이 보이
Yes Humanimal
Collaboration with your boy B.I
키 작은 아이라고
누가 뭐라 나를 무시해도
Don't stop it 
Make some noise
We get it popping
like an indian boy
비가 와도 눈이 와도
무너져도 쓰러져도
나 끝까지 그대만 지켜준다고
Cuz I'll do 
Cuz I'll do
I'll do anything for you
나는 인디언 인디언 보이
비가 와도 눈이 와도
무너져도 쓰러져도
나 끝까지 그대만 지켜준다고
Cuz I'll do 
Cuz I'll do
I'll do anything for you
나는 인디언 인디언
보이 보이 보이 보이 보이
보이 보이 하"
2009,71,Pretty Girl,카라,1984049,"one two three yeah
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기
나와 맞는 옷에 또 받쳐주는 말투
센스있는 포즈 그냥 되지는 않죠
생활 상식은 기본 시사 상식은 선택
다 끊임없는 노력이죠
Girl Pretty Girl Pretty Girl
조금도 망설일 것 없죠 난
Beautiful Girl Beautiful Girl
Beautiful yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
Come on Beautiful Girl
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기
Girl Pretty Girl Pretty Girl
조금도 망설일 것 없죠 난
Beautiful Girl Beautiful Girl
Beautiful yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
Come on Beautiful Girl
마음은 예쁘게 표정은 산뜻하게
하루를 시작하면서 잊지 말아야 하죠
두 눈을 깜박이며 살짝 미소 지으면
이젠 모든게 완벽하죠
Girl Pretty Girl Pretty Girl
누구라도 될 수 있죠 난
Beautiful Girl Beautiful
yeah yeah yeah yeah
yeah yeah yeah yeah
Girl Pretty Girl Pretty Girl
그냥 되진 않는거죠 난
Beautiful Girl Beautiful Girl
If you wanna pretty
every wanna pretty
안된다는 맘은 no no no no
If you wanna pretty
every wanna pretty
어디서나 당당하게 걷기"
2009,72,눈물아 안녕,아이비,2328153,"참 힘겨웠었어 늘 울기만 했어
모두가 나를 떠나가던 날
심장을 베는 그 차가운 말들
너마저도 없었다면 어땠을지
나 울지 않아 다시는 못난 바보처럼
아파했던 만큼
한 뼘 더 자란 가슴이니까
힘들지만 내 맘이 기댈 수 있게
곁에 있어주겠니
나의 어제 나의 상처
나의 눈물 이젠 안녕
다 지나갈 거야 또 시간이 가면
가슴속 새살 돋아날 거야
사랑에 데인 그 흉터까지도
사랑으로 덮어주던 너로 인해
나 울지 않아 다시는 못난 바보처럼
아파했던 만큼
한 뼘 더 자란 가슴이니까
힘들지만 내 맘이 기댈 수 있게
곁에 있어주겠니
나의 어제 나의 상처
나의 눈물 이젠 안녕
이제는 처음 태어난 것처럼
낯선 첫 걸음 내디뎌 보려 해
위태롭지만 나를 지켜 봐줄래
나 한걸음 더 햇빛 속으로 나설 거야
지난 시간들은 내일을 위한 디딤돌인걸
다시 한번 너에게 갈 수 있도록
손을 잡아주겠니
아픈 기억 아픈 상처 아픈 눈물아 안녕"
2009,73,구속,플라이 투 더 스카이,2042756,"먼지처럼 내 안 가득히 쌓인 너
떼어지지 않는 오랜 니 기억들
매일 비울수록 다시 고여와
멀리 보낼수록 다시 밀려와
지친 맘 두 번 지치게 해
Because of you because of love
슬픔에 갇혀버린 난
달아나고 달아나도 그 자린걸
다신 널 찾지 못하게
기억 저편 먼 곳으로 떠나버려
가버려 제발
낙서처럼 가슴 곳곳에 새겨져
지워지지 않는 아픈 니 흔적들
돌아서려거든 다가오지마
돌려주려거든 가져가지마
이제와 왜 맘 다치게 해
Because of you because of love
슬픔에 갇혀버린 난
달아나고 달아나도 그 자린걸
다신 널 찾지 못하게
기억 저편 먼 곳으로
떠나버려 가버려 제발
너 라는 사람의 품에만 그 손끝
그 향기에만 길들여진 나는 이제
이제 난 어떡해
보고 싶어 보고 싶어
이렇게 매일 눈물만
잊지 못해 잊지 못해
가슴엔 깊은 상처만
날이 가고 달이 가도 낫지 않아
너만이 할 수 있는 일
나를 가둔 슬픔에서
날 구해줘 꺼내줘
제발 날 지켜줘 안아줘 제발"
2009,74,냉면,명카드라이브,2221852,"차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해
눈부신 햇살이 달콤하게 다가와
새파란 파도가 상큼하게 밀려와
바닷가에서 처음 만난 그때
콩닥 콩닥 난 사랑에 빠졌어
용기내 건낸 부끄러운 한 마디
차갑게 돌아온 황당한 말이
오 이럴수가
어머나 어머나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해
튕기는 모습에 난 푹 빠져 버렸어
처음엔 몰랐어 그렇게 난 반했어
난난난 그래 정말 난 그래
미쳐 미처 생각지도 못했어
오 바짝 바짝 속이 탄단 말이야
오 그댄 나에게 아베마리아
오 이럴수가
어쩌나 어쩌나 나 나 아이야
차가워 너무나 속이시려 너무나
이빨이 너무시려 냉면 냉면 냉면
가슴이 너무시려 냉면 냉면 냉면
널보면 너무나 또 다시봐도 너무나
차디차 몸이 떨려 냉면 냉면 냉면
찔겨도 너무 찔겨 냉면 냉면 냉면
그래도 널 사랑해"
2009,75,살만해,브랜뉴데이,2015250,"내가 어쨌다고 떠나나요
억울한게 많은데
빗소리에 그대가 들려
나를 자꾸 불러요
꿈을 꾸듯 사랑이
내 사랑이 멀어진것처럼
사람들은 말을하지 아무렇지 않다고
말을하죠 속도 모르고
너무나도 아픈데
시간들이 지나가면 잊을까
온종일 울다가 또 잠들었다가
그냥 숨을쉬다가 다시생각해보면
이별이 날까요
그렇게 아무말 말고 떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무말 말고 가세요
우리 만난 하루하루 참 즐거웠어요
정말 살만해 그대 없이도
잠도 잘자고 밥도 잘먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
다짐하고 결심해요
너무나도 쉽다고
이별 한 번 안해보나요
아무것도 아닌데
좋아져요 예전같이 살아요
얼굴도 좋아요
가슴에 지워 낸 기억에서 웃어요
가끔 그대 생각에 눈물이 나지만
그렇게 아무말 말고 떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루하루 참 즐거웠어요
정말 살만해 그대없이도
잠도 잘자고 밥도 잘먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
참 거짓말이었다고 할까요
아주 조금아픈데 아직도 그리운데
보고싶은데 보내줘요
날이갈수록 무너져요
내 가슴이 나의마지막기도
한번 들어줄까요
하지만 난 알기에
그대 떠난걸 알기에
다신 오지 않을걸 알기에
그대 가라고 할게요
차라리 가라고 할게요
아무 말 말고떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루 하루 참 즐거웠어요
정말 살만해 그대 없이도
잠도 잘 자고 밥도 잘 먹는데
정말로 살만해 그대 없이도
눈을 감으면 모두 잊어요
아무 말 말고떠나요
일년 삼백 육십 오일
그대 생각하지 않아요
조용히 아무 말 말고 가세요
우리 만난 하루 하루 참 즐거웠어요
모두끝나요"
2009,76,내사랑 울보,SG 워너비,2135850,"그대 사랑해요
그대 하나만 있으면
세상 누구도 난 부럽지 않아
울지 말아요
내 얘길 들어봐요
나 지금껏 이런말
꺼내본적 없지만
그댄 아나요
내 삶속에 깃든 이 행복
그대란 한 사람이
선물해 준 거예요
오오오 난 눈부신 행복이
사라질까 두려워
그댈 아프도록 껴안고 있죠
나는 바보예요
몇번을 또 넘어져도
그대만 보면
달려가는 바보지만
나는 행복해요
그대 하나만 있으면
세상 그 누구도 부럽지 않아
그댄 아나요
사랑이란 공기 같아서
늘 곁에 있을때는
소중함을 몰라요
오오오 난 한참을 다투고
또 그대를 울려야
나의 잘못들을 깨달았어요
나는 바보예요
몇번을 또 넘어져도
그대만 보면
달려가는 바보지만
나는 행복해요
그대 하나만 있으면
세상 그 누구도 부럽지 않아
일생에 한번뿐인 인연이란 걸
나는 아니까 나는 믿고 있으니까
나를 믿어봐요
아는건 많지 않지만
그대 하나만
알고 싶은 바보지만
내게 기대봐요
가진건 별로 없지만
사랑 하나만은 넘치니까요
고마워요 사랑해요 영원히"
2009,77,Candy Man,브라운아이드걸스,2219848,"캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
날 똑똑 두드리지만
너의 타입의 남자는 싫어 싫어 난
모든 걸 갖고 나면 다시 떠나가
너란 거를 너무 알아 난
똑같은 Starting 똑같은 Story
달콤한 서글서글한
허나 독이 되고 만 little little lie
yeah 너의 주무기는
dollar dollar bill yo
꿀같은 말 나는 달디 달아 싫어
나에겐 절대 통할리 없네라고 믿었건만
어느새 너만을 쫓네
너의 앞에서 무릎 꿇은
울고 지쳐간 여자들은
아무렴 어때 이미 난 OK
네게 빠져 네가 뭐를 하건 다 좋은데
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
watch out little girl
혹시나 하지 말길 바래
watch out little girl
역시 울지나 않기를 바래
watch out little boy
너도 당해 주길 바래
watch out little boy
울린 만큼 울길 바래
늘 같은 알리바이로
대체 몇명까지 관리하고 있니 넌
콜렉션 취미처럼
어쩜 모든게 그렇게도 간단하니 넌
로맨틱 Starting 비극적 Story
처음부터 마지막까지
모두 물거품이 되는 little little lie
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜
네가 네가 오라가라마라하면
그리 하이고
네 밀고당기는 그 스킬에 눈물 흘리고
또 이러지 말아야지란 헛된 말이고
난 다시 다음 날이면 네게 휘둘리고
you're so hot
you're so fine
you're so sweet
and you're so mean
너도 똑같이 한번 당해보기를 바래
C A N D Y and Man yo
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Lolipop 여기저기도 pop pop
터지네 pop 여기저기서 pop pop
Don't trust his little little lie
캔디처럼 달콤한 숨이 멈출듯한 미소
몇번씩 몇번씩 무너지는거야 대체
fantastic한 매너와 Humorous한 그센스
몇번씩 몇번씩 넘어가는거야 대체 왜"
2009,78,Pretty Boy,2NE1,2218824,"Hey Pretty boy
You ain't got nothing on me
Hey Ladies Let's go
누구도 넘 볼 생각
절대로 할 수 없게
너의 두 눈빛을 훔쳐
내 가슴에 담을게
Now Now flow with me do that
Wanna dance With me
You can do that
똑같은 여자라 착각하지마
내가 누군데 CL
어리다고 날 쉽게 봤단 큰코 다쳐요
순간 니 맘을 뺏는건 쉬워
Like 1 2 3 4
이제 좀 더 솔직하게
장난은 제발 그만해
이건 시간 문제야 Boys Boys
You make your mine
굳이 서둘러야할 필요를 난 못느껴
아쉬운건 오히려 너일테니까
긴장속에서 황홀한 여유를 느껴 난
Wake up 게임은 내가 이긴걸
Hey pretty boy 넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게
널 바바바바꿔봐
Now throw your hands up the airrrr
Wave'em Like you don't careee
Now throw your hands up the airrrr
And Wave'em Like you
Just don't care
자신감은 좋아 넌 떳떳해
근데 어딘가 가벼워 따분해
강한 매력 제발 보여봐
I like bad boy soldier tight
키는 너무 안커도돼
나폴레옹처럼 세상을 삼킬
나쁜 남자처럼 겁쟁이처럼 숨지마
That's right
내가 필요한건 흑기사
Hey boy to the left to the left
식상한
pretty boy move to the left
온종일 느껴 미소만
진실없는 스타일은 비호감
밖에선 터프한 Gangster boy
집에선 영락없는 Mama's boy
약하디 약한 온실 속 화초
예쁜남잔 한물갔죠
굳이 서둘러야할
필요를 난 못느껴
아쉬운건 오히려 너일테니까
긴장 속에서 황홀한 여유를 느껴 난
Wake up 게임은 내가 이긴걸
Hey pretty boy
넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게
널 바바바바꿔봐
You to P R E T T Y
예쁜 얼굴 하나믿고
여자 맘 훔치지마
You're not for me
I'm not for you
You to P R E T T Y
예쁜얼굴 하나믿고
여자 맘 훔치지마
You're not for me
I'm not for you
남자들은 말해
여잔 그저 예쁘면 돼
그저 착하면 된다고
우리들은 바래 남잔 남자다워야 해
You got to be a real man
Hey pretty boy 넌 어딘가 부족해
아무런 매력없이 예쁘장하기만해
Hey pretty boy 넌 조금 더 노력해
좀 더 남자답게 좀 더 개성있게 널
바바바바꿔봐
Now throw your hands up the airrrr
Wave'em Like you don't careee
Now throw your hands up the airrrr
And Wave'em Like you
Just don't care"
2009,79,총맞은것처럼,백지영,1958819,"총 맞은 것처럼 정신이 너무 없어
웃음만 나와서 그냥 웃었어
그냥 웃었어 그냥
허탈하게 웃으며 하나만 묻자 했어
우리 왜 헤어져
어떻게 헤어져 어떻게 헤어져 어떻게
구멍난 가슴에 우리 추억이 흘러 넘쳐
잡아보려 해도 가슴을 막아도
손가락 사이로 빠져나가
심장이 멈춰도
이렇게 아플 것 같진 않아
어떻게 좀 해줘 날 좀 치료해줘
이러다 내 가슴 다 망가져
구멍난 가슴이
어느새 눈물이 나도 모르게 흘러
이러기 싫은데
정말 싫은데 정말 싫은데 정말
일어서는 널 따라 무작정 쫓아 갔어
도망치듯 걷는 너의 뒤에서
너의 뒤에서 소리쳤어
구멍난 가슴에 우리 추억이 흘러 넘쳐
잡아보려 해도 가슴을 막아도
손가락 사이로 빠져나가
심장이 멈춰도
이렇게 아플 것 같진 않아
어떻게 좀 해줘 날 좀 치료해줘
이러다 내 가슴 다 망가져
총 맞은 것처럼
정말 가슴이 너무 아파
이렇게 아픈데 이렇게 아픈데
살 수가 있다는 게 이상해
어떻게 너를 잊어 내가
그런 건 나는 몰라 몰라
가슴이 뻥뚫려 채울 수 없어서
죽을 만큼 아프기만 해
총 맞은 것처럼"
2009,80,Love Like This (네게로),SS501,2328191,"Hey Girl
이젠 너를 보여줘 내게
그만 너의 맘을 Won't you my girl
항상 망설이는 넌 정말 바보
정말 너는 바보 Oh 말해줘요
왜 넌 모르니 넌 날 모르니
널 원하는 내 맘 모두 다 가져가줘
내게 거침없이 떨림없이 you love
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
Hey Girl
오늘따라 더 예뻐보여
내맘의 key 주인 바로 넌 girl
널 떠올리면 난 너무 떨려
소중한 넌 바로 나의 baby baby
왜 넌 모르니 넌 날 모르니
널 원하는 내 맘 모두 다 가져가줘
딴건 필요없어 오직 원하는건 your love
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
I need you you need me
우리는 결국 함께할꺼야
망설이지마 나만 따라와 이젠 yeah
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로
love 내게 와 love like this
so love 기다린 너란 걸 true love
다가와 love like this one love
넌 내게 난 네게로"
2009,81,나쁜 여자야,FTISLAND (FT아일랜드),2053450,"내 사람이 아닌가봐
우린 인연이 아닌가봐
이제 이별하자고
그만 헤어지자고 하면 난 어떡하니
날 모르는 사람처럼
모두 없었던 일인것처럼
다 잊어버리면 이제 난 어떡해
너만을 사랑했는데
넌 나쁜 여자야 넌 나쁜 여자야
남자의 가슴에 남자의 두 눈에
눈물나게 하는거니
넌 나쁜 여자야 넌 나쁜 여자야
널 사랑했는데 너 밖에 없는데
결국 나를 떠나가는 넌 나쁜 여자야
날 모르는 사람처럼
모두 없었던 일인것처럼
다 지워버리면 이제 난 어떡해
너만을 사랑했는데
넌 나쁜 여자야 넌 나쁜 여자야
남자의 가슴에 남자의 두 눈에
눈물나게 하는거니
넌 나쁜 여자야 넌 나쁜 여자야
널 사랑했는데 너 밖에 없는데
결국 나를 떠나가는
너 때문에 난 행복했었는데
너 때문에 난 사랑했었는데
너의 영원한 사랑은
오직 나 하나뿐이라고 믿었는데
넌 나쁜 여자야
난 나쁜 남자야 난 나쁜 남자야
너와의 기억을 우리의 사랑을
이젠 모두 지우려해
나만을 사랑한 그리운 사랑아
널 사랑했는데 너 밖에 없는데
이젠 나를 떠나가는
넌 나쁜 여자야"
2009,82,전화 한 번 못하니 (Feat. 미스에스 태혜영),왁스,2051448,"전화 한 번 못하니
벌써 날 잊어버렸니
아님 이제
내 번호 조차도 기억 못하니
잘 지내는지 밥은 챙겨먹는지
너 없이 울진 않을까
걱정도 안되니
끊는 전화가 오면
혹시나 니가 아닐까
하루종일 니 생각에
숨이 멎을것 같아
좋은걸봐도 맛있는걸 먹어도
눈물에 가리고 또 얹혀서
너만 더 생각나
사랑해 이렇게 나를 울려도
미안해 널 잊을수가 없어서
매일 숨을 쉴때마다
눈 감을때마다
니 기억과 함께 사는걸
어떡해 나 정말 너무 아픈데
너땜에 딴 사랑도 못하잖아
아무리 널 욕해봐도 미워해봐도
나에겐 그래도 사랑인걸
좋은 사람 생겼니
요즘도 많이 바쁘니
얼마전 니 생일엔
누구와 함께 보냈니
정말 못됐어 헤어지면 끝이니
사랑이 어떻게 어떻게 그럴수있니
사랑해 이렇게 나를 울려도
미안해 널 잊을수가 없어서
매일 숨을 쉴때마다
눈 감을때 마다
니 기억과 함께 사는걸
어떡해 나 정말 너무 아픈데
너 땜에 딴 사랑도 못하잖아
아무리 널 욕해봐도 미워해봐도
나에겐 그래도 사랑인걸
시간이 흐르면
괜찮아 질 줄 알았는데
시간이 흐르면
너 잊혀질 줄 알았는데
그런게 아니었어
맘이 너무 아파 나
힘든 시간이었어
널 보내고부터는
길을 걷다가도
자꾸만 니가 눈에 밟혀
무심코 누른 니 번호에
내 손 끝이 떨려
하루를 살아도 너와 함께 하고싶어
변하지 않는
이런 내 맘 전해주고 싶어
아직도 내 가슴엔
니가 뛰고 있다고
돌아와 도저히 난 안되겠어
너없인 아무것도 못하잖아
네 자리가 너무 커서
채울 수 없어서
내 눈물만 흘러 넘쳐나
죽어도 죽어도 난 널 못잊어
함께한 추억이 너를 붙잡아
조금 늦어도 괜찮아 돌아오면 돼
나에겐 그래도 사랑인걸"
2009,83,Wonderful,BIGBANG,1951553,"도대체 뭐가 그리 수줍어
겁내지 말고 다가와 your wonderful
너에겐 특별한
그 무언갈 느낄 수 있어
말해봐 your wonderful
때론 힘들고 지칠 때도 있고
매번 다투고 실증도 느끼고
하지만 알아줘 너뿐이란 걸
믿어봐 your wonderful
ma ma girl yo love 그댄 홈런
이 세상 단 한방의 역전
슬퍼하지마 두려워하지마
내게 다 털어놔
내가 늘 곁에 있어줄게 널 지켜줄께
옆 자릴 채워줄께
your my my my my girl
i'll be your man
난 너의 기쁨과 슬픔 지켜줄래
따뜻함만을 듬뿍
전해 ye 난 언제까지나
니 곁에 있어 든든한 마징가
사람들은 우릴 부러워 해
어쩌면 그래서 넌 더 두려워해
이제 그런 걱정 붙들어 매
Cool 하게 생각하면 돼
I don't care
네가 만약 혼자라면 너도 나와 같다면
네가 만약 원한다면 친구가 되줄께
이 밤이 길 다하면 내가 필요하다면
주저하지 말고 내게로
I need you right now
도대체 뭐가 그리 수줍어
겁내지 말고 다가와
your wonderful
너에겐 특별한
그 무언 갈 느낄 수 있어 말해봐
your wonderful
때론 힘들고 지칠 때도 있고
매번 다투고 실증도 느끼고
하지만 알아줘 너뿐이 란걸 믿어봐
your wonderful
yo yo honey honey 자신감을 가져
슬그머니 왜 그래 왜 너는 왜 바보같이
한없이 작아지지
왜 남들같이 길거리에서
가벼운 스킨쉽정돈 부끄러워하지마
girl 넌 달라 달라
내가 원하는걸 알아
그래서 더 끌리잖아
옥상에 올라가 소리쳐 봐
그대를 밤하늘 꽉 차게 그려봐
네 생각에 오늘도 가슴 뛴다
널 부르는 이 노래 환상에 잠긴다
high high 너무 급하지 않게
high high 너무 과하지 않게
high high we so fly alright
이보다 더 좋을 순 없다
네가 만약 혼자라면 너도 나와 같다면
네가 만약 원한다면 친구가 되줄께
이 밤이 길 다하면 내가 필요하다면
주저하지 말고 내게로
I need you right now
도대체 뭐가 그리 수줍어
겁내지 말고 다가와
your wonderful
너에겐 특별한
그 무언갈 느낄 수 있어 말해봐
your wonderful
때론 힘들고 지칠 때도 있고
매번 다투고 실증도 느끼고
하지만 알아줘 너뿐이 란걸 믿어봐
your wonderful
you&me; 다같이 위로 go go
you&me; 다 따라 해요 go go
you&me; everybody go go go
your wonderful
big bang big bang"
2009,84,그립고 그립고 그립다,케이윌,2347151,"그립고 그립고 그립다
가슴이 찢어질 것 같아서
어깨도 못펴고 또 하루를 보냈어
눈물이 그냥 왈칵 쏟아질 것 같아서
미친 척 웃었어
그래 나는 바보야
너 한사람만 보는 바보
떠나는 널 잡지도 못해
그래놓고 잊지도 못해
널 사랑한다
널 사랑한다
나에겐 하나뿐인 사람이여
그립고 그립고 그립다
그립고 그립고 그립다
네 추억 세어보다 잠들어
혹시나 꿈에선 너를 볼 수 있을까
네 물건 하나도 난 버릴 수가 없잖아
다 너만 같아서
내 심장은 바보야
너 한사람만 사는 바보
죽을 것처럼 아파도 좋아
이러다가 죽어도 좋아
널 사랑한다
널 사랑한다
나에겐 하나뿐인 사람이여
그립고 그립고 그립다
그립고 그립고 그립다
날 다 줬으니까 나 후회는 없지만
더 해줄 수 없어 가슴 치고만 있잖아
널 사랑한다
널 사랑한다
더이상 니가 곁에 없다는게
아프고 아프고 아프다
아프고 아프고 아파도
그립고 그립고 그립다"
2009,85,소년이여,G-DRAGON,2258760,"GD
A yo choice drop it on me
yo 밤은 깊었는데 잠은 안오고
늘어난 두통과 싸우고
이리저리 뒤척이다 생각에 잠겨
또 펜을 붙잡고
빼곡히 써내려가는 가사
이 안엔 내 철학이 가득하다
뿌연 담배연기 꽉 찬 내 방
home sweet home 아늑하다
13살 나이에 와서
쉴틈없이 달려왔어
뭣 모르는 자신감
내겐 가장 큰 무기였어
오르막길이라면 내리막길도 있는 법
돌아가기엔 너무 늦어버렸어
I can't let go
Remember back in the day
빛나던 두 눈 난 절대 잊지못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
난 g dragon 남들이 뭐라건
작다고 어리다고 난 g dragon
남들이 뭐라건
오 사람들은 말해 내가 부러워
가진게 너무 많아
연예인들은 다 편하게만 살아
딱 하루만 그 입장이 돼 봐라
보이는게 다가 아니란 걸 알아
시간이 흘러가면서
외로움만 커져갔어
뭣 모르는 의무감
내겐 가장 큰 부담였어
오르막길이라면 내리막길도 있는 법
도망치기엔 너무 늦어버렸어
I wanna go
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
10년동안 수많은 울음들과
내가 흘린 수많은 땀방울들과
내가 참아온 차가운 눈물들
아아 아아 다시 시작해 보는거야
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
Don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
Remember back in the day
빛나던 두 눈 난 절대 잊지 못해
그 뜨거운 꿈을
don't forget back in the day
소년이여 네 멋진 목소리로
세상에 소리쳐 shine a light
come back to me now
come back to me now
십년이 지나도
come back to me now
come back to me now
지나간 세월아 내 청춘을
remember back in the day
it's time to shine
난 절대 잊지 못해
Thanks choice
don't forget back in the day
Dropped you by GD
니 멋진 목소리로"
