いい:形容詞,715
欲しい:形容詞,214
よい:形容詞,153
優しい:形容詞,123
良い:形容詞,100
寂しい:形容詞,95
イイ:形容詞,43
辛い:形容詞,42
悔しい:形容詞,34
素晴らしい:形容詞,30
恥ずかしい:形容詞,29
難しい:形容詞,24
多い:形容詞,15
軽い:形容詞,15
さみしい:形容詞,11
淋しい:形容詞,11
忙しい:形容詞,8
かわいい:形容詞,7
面白い:形容詞,7
美味しい:形容詞,7
羨ましい:形容詞,6
おもしろい:形容詞,4
からい:形容詞,3
おいしい:形容詞,3
柔らかい:形容詞,3
かるい:形容詞,2
面倒い:形容詞,2
うらやましい:形容詞,1
恥い:形容詞,1
かっこいい:形容詞,1
鋭い:形容詞,1
