0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36824,0.41152,0.40451,0.29708
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36824,0.41152,0.40451,0.29708
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36939,0.41346,0.40451,0.29739
0.09818,0.19537,0.2195,0.28871,0.33628,0.32655,0.32192,0.36913,0.41303,0.40451,0.29732
