ArtistName,Ranking,SongName,URL,Year
지코 (ZICO),84,She`s a Baby,30355842,2017
BIGBANG,85,LAST DANCE,30147446,2017
버즈,86,사랑하지 않은 것처럼,30550293,2017
비투비,87,MOVIE,30286429,2017
비투비,88,그리워하다,30672529,2017
방탄소년단,89,DNA,30637982,2017
Red Velvet (레드벨벳),90,러시안 룰렛 (Russian Roulette),9634954,2017
국민의 아들,91,NEVER,30453635,2017
청하,92,Why Don`t You Know (Feat. 넉살),30457690,2017
행주,93,"요즘것들 (Feat. ZICO, DEAN)",30566064,2017
아이유,94,이런 엔딩,30378157,2017
씨스타,95,LONELY,30447547,2017
Apink (에이핑크),96,FIVE,30492606,2017
아이유,97,이 지금,30378155,2017
민서,98,좋아,30729198,2017
수지 (SUZY),99,행복한 척,30205955,2017
아이오아이 (I.O.I),100,너무너무너무,30040810,2017
